,y
15664,0
7539,0
2150,0
12553,0
8618,0
25384,0
39871,1
20160,0
34039,0
2281,0
36007,0
17983,0
37469,0
9220,0
12211,0
13749,1
22599,0
13839,0
40409,0
1610,0
23445,0
10709,0
20917,0
25078,0
35882,1
10801,0
2395,0
1732,0
27732,1
13650,0
19865,0
3561,0
23645,0
7935,0
31694,0
3400,0
10433,0
7886,0
2463,0
20151,1
4649,0
2251,0
29470,0
17512,0
17090,1
32353,0
3807,0
27849,1
19139,0
13140,0
33417,0
23282,0
40382,1
10908,0
17846,0
34205,1
16394,0
12584,0
22909,0
8273,0
13028,0
11910,0
2926,0
10689,0
4834,0
16978,0
17756,0
4595,0
30492,0
10461,0
33858,0
39280,0
14922,0
37432,0
7271,0
39127,0
34962,0
32332,0
28887,0
40727,1
13124,0
28053,0
6187,0
14914,0
26109,0
25695,0
15326,0
16763,0
24624,0
15007,0
13432,0
38697,1
13667,0
12523,0
18974,0
5879,0
30840,0
40667,0
9956,0
23948,0
15450,1
40433,0
11323,0
36717,0
16080,0
12067,0
29087,1
789,0
19704,0
32802,0
31978,0
11181,0
175,0
27585,0
23125,0
7585,0
40939,0
797,0
34068,0
15105,0
25895,0
5217,0
18965,0
20547,0
34046,0
32560,0
1061,0
31150,0
35384,0
13697,0
16620,0
31603,0
21195,0
40101,1
29135,0
13433,0
21761,1
25804,0
10851,0
7131,0
27442,0
23576,0
25753,0
5999,0
19443,0
33860,0
3431,0
25822,0
4329,0
6199,0
36316,1
33785,0
30633,0
20664,1
36252,0
2774,0
15954,0
21747,1
2560,0
30750,0
36958,1
29188,0
26477,0
35271,0
19915,0
40987,0
4333,0
5742,0
19401,0
1463,0
15517,0
28227,0
8432,0
110,0
26421,0
3624,0
39296,0
6122,0
31204,0
31683,0
16542,0
16107,0
39746,1
12397,0
23718,0
28726,1
1091,0
12163,0
23537,0
4487,0
2536,0
31679,0
15872,0
672,0
33181,0
72,0
5690,0
36095,0
31674,0
26077,0
8028,0
3190,0
32275,0
13385,0
28613,0
10639,0
22611,1
31651,0
3414,0
389,1
1613,1
20230,1
6620,0
11222,0
25217,0
7970,0
13616,0
18644,0
21792,0
10579,0
3736,0
26230,0
738,0
9208,0
17082,0
38972,0
21905,0
8879,0
35415,1
14741,0
9901,1
19216,0
33365,0
17617,0
14860,0
37248,0
653,0
17661,0
14365,0
25724,1
12231,0
9890,0
8757,0
19741,0
26522,0
34333,0
38970,1
28131,0
13012,0
26934,0
31960,0
6713,0
31159,0
37488,0
15027,0
15689,0
26054,0
39829,1
22169,0
29024,0
27362,0
41003,1
6297,0
17139,0
27747,0
25820,0
353,0
28944,0
41099,1
36223,0
10585,0
14781,0
38186,0
3332,0
34025,1
12337,0
5804,0
6391,0
109,0
7077,0
10062,0
35574,0
23703,0
1376,0
37038,1
8473,0
40516,0
2410,0
21019,0
31328,0
40974,0
17372,1
6178,0
14583,0
36517,1
22542,0
35158,0
17083,1
16580,0
29355,0
7456,0
29371,1
9381,0
32706,0
2514,0
4278,0
2544,0
8036,0
9558,0
24993,0
24546,0
23903,0
36390,1
35329,0
19312,0
23739,0
19695,0
23130,0
40777,0
39122,0
22931,0
33714,0
37172,0
22465,0
18161,0
21304,0
34982,0
23701,0
11492,1
18199,0
9216,0
8992,0
8690,0
8937,0
26389,0
14486,0
21744,0
19604,1
18967,0
27334,0
7749,0
38568,0
10314,0
2862,0
4474,0
2067,0
41181,1
7092,0
12565,1
8829,0
3292,0
24516,0
29751,0
40059,0
471,0
24099,0
34047,1
19130,1
30564,0
6362,1
30755,0
2769,0
18553,1
33366,0
38525,0
23915,0
14248,0
30566,0
458,0
29169,0
17670,0
6129,0
15207,0
34176,0
8991,0
23253,0
12161,0
25373,0
34669,0
15541,0
19093,0
29315,0
11569,0
208,0
27789,1
16774,0
26710,0
14677,0
1066,0
30276,0
4456,0
31953,0
41180,0
13675,0
25156,0
35378,0
14340,0
5779,0
3581,0
4711,0
3265,0
1058,0
19539,0
12026,0
761,0
18246,0
21968,0
26154,0
31969,0
14649,0
17072,0
34672,0
22066,0
12511,0
23744,0
20365,0
9672,0
31002,0
20508,0
8861,0
23327,0
26828,0
17693,0
34570,0
5341,0
20012,0
25569,0
11074,0
24527,0
24971,0
23078,0
30479,0
9396,0
12088,0
21506,0
39213,1
25919,0
31447,0
24692,0
9740,0
4321,0
3238,0
28293,1
8284,0
21094,0
18608,0
19948,0
33411,0
33283,0
38264,0
40789,0
19271,0
11089,0
23419,0
3021,0
22182,0
32606,0
24303,0
38463,0
26537,0
17222,0
5941,0
31185,0
24323,0
11829,0
23475,0
25146,0
16417,0
33634,0
1474,0
35758,0
36014,0
29907,0
13911,0
21040,0
14014,0
28421,0
23029,0
4957,0
1441,0
39131,0
13510,0
12081,0
33415,0
30845,0
15786,0
19675,0
19715,0
26632,0
18829,0
26850,0
36506,1
3644,0
14501,0
16178,0
15028,0
17065,0
35655,0
3513,0
19266,0
28638,0
859,0
10334,0
25020,0
23678,0
14341,0
24630,0
28766,1
3642,0
10541,0
24150,0
3744,0
35858,1
23907,0
38042,1
11298,0
34799,0
38542,0
26938,1
36208,0
5431,0
28410,0
16812,0
15587,0
40155,1
36109,1
28626,0
18125,0
7883,0
31687,0
20142,0
1711,0
1516,0
28173,0
9892,0
3864,0
24226,0
17969,0
40136,0
8884,0
39748,0
11091,0
4656,0
11364,0
2569,0
770,0
7818,0
13199,0
17181,1
32264,0
378,0
17887,0
37472,0
35144,0
20057,0
21710,0
20831,0
20072,0
5312,0
12345,0
33511,1
37695,1
6051,0
41066,0
8455,0
37346,0
3031,0
9684,0
36474,1
16656,1
15701,0
13739,0
32972,0
13688,0
5338,0
16332,0
15313,0
23348,0
3499,0
20459,0
11468,0
38792,0
1778,0
13887,0
8088,0
15697,0
33635,0
36519,0
6256,0
15622,0
26045,0
6708,0
6333,0
32781,0
2417,1
16444,0
33476,0
25458,0
23426,0
27029,0
14027,0
24962,0
31682,0
27973,1
11807,0
30227,0
33990,0
16546,0
4385,0
14892,1
9974,0
40288,0
18409,0
7566,0
7889,0
19762,0
38674,0
32458,0
19553,0
30624,0
23780,0
30233,1
39330,0
22493,0
18252,0
31141,0
20582,0
38528,0
30218,1
23405,0
16816,0
1122,0
24271,0
12239,0
16660,0
30061,0
9044,0
6915,0
38763,0
19185,1
21229,0
3350,0
14351,0
35649,0
5433,0
25945,0
27492,0
34533,0
34275,1
23753,0
31296,0
39411,1
75,1
34678,0
12887,1
5374,0
10546,0
27664,0
42,0
22773,0
38625,0
9401,0
31358,0
3126,0
7920,0
10873,0
26544,0
23268,0
4936,0
145,0
30404,1
33502,1
37394,1
18281,0
17064,0
32170,0
31919,0
4067,0
1858,0
27337,0
3150,0
26457,0
26768,0
27949,0
31661,0
31310,0
21400,0
7415,0
39481,1
33980,0
12883,0
23224,0
22912,0
36338,1
22959,0
33618,0
23011,0
16737,1
34659,0
10432,0
41001,0
37374,1
21530,0
40511,0
12615,0
1214,0
34923,0
20602,0
29475,0
82,0
1905,0
11737,1
37385,1
29603,0
18129,1
18053,0
24830,0
16328,0
36195,0
39029,0
3027,0
30409,0
28471,1
7674,0
16168,0
4008,0
4980,0
27122,0
21377,0
27779,0
29187,0
18776,0
38667,0
13049,0
3942,0
30345,1
14129,0
31604,0
768,0
2161,0
39757,0
37591,0
38835,0
33353,0
154,0
9176,0
4800,0
36639,0
7826,0
11688,0
1668,0
29944,0
2313,0
30694,0
25212,0
31428,0
27147,0
8222,0
37341,1
15862,0
34224,0
3419,0
10713,0
17302,0
39039,0
29217,0
28059,0
10005,0
4943,0
13064,0
3875,0
10640,0
5645,0
5237,0
8345,0
16565,0
35169,0
591,0
13400,0
5359,0
20162,0
4609,1
38212,1
34521,0
27370,0
2678,0
34121,0
13097,0
3756,0
27209,0
12279,0
25932,0
32291,0
30544,1
40773,1
37702,1
28709,0
21274,1
864,0
17635,0
31544,0
30495,0
16304,0
20321,0
38916,0
29222,0
6201,0
20121,0
1242,0
18968,0
25570,0
1819,1
37032,0
30259,0
5133,0
29268,0
10293,0
37333,0
39366,0
25147,0
11972,0
29805,0
11831,0
18905,0
15238,0
3708,0
38088,0
25593,0
27910,0
40372,0
17058,0
27686,0
5196,0
21742,0
19149,0
575,0
18589,0
23287,0
13356,0
5069,0
26863,0
36168,0
17477,0
11588,0
25210,0
29273,0
12246,0
9710,0
32772,0
31267,0
20078,0
5305,0
35708,0
6862,0
21602,0
17798,0
30136,0
6152,0
9549,0
37539,0
38056,0
38966,1
2321,0
32543,0
20989,0
14127,0
36415,1
33428,0
18663,0
10542,0
31647,0
6749,0
2317,0
2249,0
38659,0
33245,0
21283,0
29487,0
37792,0
11615,0
23631,0
1455,0
22701,0
36032,0
28236,0
2807,0
15168,0
27553,0
39931,0
12065,0
23695,0
33356,0
6427,0
21762,0
19223,0
30319,1
4519,0
27952,1
3617,0
2996,0
4413,0
40001,1
39882,0
30663,0
19132,0
36997,0
4424,0
13346,0
10377,0
28732,1
12431,0
23597,0
1198,0
38765,0
20295,0
2347,0
11047,0
1599,0
22100,0
16981,0
28459,0
4533,0
5520,0
7671,0
32842,0
9274,0
27925,1
30953,0
23172,0
37053,0
14186,0
20424,0
21066,1
24121,1
31748,0
1822,0
35863,0
3933,0
19572,0
23082,0
15186,0
12203,0
5853,0
11667,0
39376,0
32629,0
319,0
5316,0
26065,0
29248,0
24955,0
28104,0
25613,0
4894,0
4105,0
8364,0
38437,1
9369,0
33649,0
9054,0
35066,0
18510,0
31639,0
637,0
40298,1
38332,0
4000,0
28474,0
41113,1
23863,0
17159,0
10604,0
35866,0
13437,0
21569,0
12195,1
299,0
13473,0
18740,0
15142,0
38447,1
11745,0
32280,0
19252,0
2107,0
31063,0
13182,0
22170,1
4005,0
32683,0
39828,1
25821,0
13992,0
23868,0
18029,0
21615,0
5423,0
27930,1
33135,0
27933,0
39961,0
39707,1
31935,0
21566,0
21864,0
8074,0
26267,0
21756,0
30801,0
24831,0
6866,0
10929,0
26597,0
9698,0
2412,0
4089,0
15752,0
29615,0
11505,0
37936,0
17289,0
29077,0
30650,0
18134,0
37693,1
24562,0
17404,0
6727,0
32061,0
6792,0
36315,0
23950,0
33524,0
20389,0
31036,0
31581,0
21678,0
1311,0
1869,0
19985,0
5000,0
29795,1
29261,0
9122,0
19014,0
3572,0
25858,0
7809,0
25393,0
38671,0
26518,0
34318,0
30804,0
36092,1
6243,0
16195,0
21262,0
36328,1
37192,0
39641,0
30936,1
27692,0
19770,0
23425,0
33978,0
26114,0
18987,0
11403,0
24216,0
23837,0
15440,0
8870,0
33065,0
18821,0
6464,0
31789,0
34797,0
39923,0
20517,0
6521,0
29384,1
14733,0
36036,0
13270,0
7985,0
35704,0
31852,0
2402,0
12935,0
15678,0
6344,0
18414,0
21083,0
2022,0
23700,0
40439,1
28060,0
17697,0
3706,0
18498,0
22979,0
23112,0
10180,0
8075,0
38798,0
2817,0
29807,0
35259,0
36534,0
18359,0
26481,0
13853,0
26126,0
2368,0
29462,0
13694,0
8193,0
30484,0
13863,0
6631,0
39019,1
6296,0
32575,0
39999,1
38993,1
5925,0
37670,0
2849,0
22505,0
5909,0
3605,0
18119,0
16863,0
16583,0
14928,0
279,0
21993,0
20392,0
40035,0
30625,0
23886,0
23826,0
38137,0
21374,0
19479,0
30715,0
8422,0
18631,0
13566,0
39966,0
36167,0
28906,0
34625,0
10511,0
36887,0
11656,0
32930,0
23160,1
20417,0
38372,0
404,0
20106,0
30535,1
31637,0
8923,0
36784,0
17799,0
9016,0
21609,0
3313,0
9123,0
38166,0
27835,0
32479,0
10864,0
3834,0
10875,0
25771,0
24115,1
21975,0
20090,0
20382,0
25672,0
23185,0
32164,0
15901,0
10353,1
3245,0
15004,0
39156,1
25717,1
27744,0
18549,0
39525,0
27711,1
20376,0
19355,0
3409,0
23012,0
36124,1
21355,0
12589,0
3806,0
12175,0
3914,0
6066,0
27991,0
5730,0
15199,0
30761,0
21738,0
10115,0
17838,0
24914,0
29922,0
18173,0
20841,0
12092,0
13121,0
20750,1
25007,0
20201,0
13955,0
26127,0
36211,0
38742,0
8569,0
33796,0
32284,0
33231,0
39410,0
10361,0
29426,0
34303,0
39212,1
9286,0
30986,0
23156,0
26296,0
3694,0
35670,0
19772,0
22976,0
38922,0
25936,0
25406,0
12149,0
13593,0
6240,0
33479,1
10533,0
29945,0
18212,0
40446,1
30452,1
27163,0
33055,0
1074,0
18645,0
21646,0
35112,0
1201,0
37682,1
13276,1
12416,0
36532,0
19429,0
14805,1
19665,0
12152,0
6135,0
19927,0
21508,0
4919,0
9567,0
10175,0
28597,0
28375,0
5700,0
341,0
16280,0
32572,0
40755,1
7799,0
37117,0
5722,0
9760,0
22021,0
32294,0
14091,0
24469,1
10426,0
5513,0
10526,0
35149,0
22987,0
36227,0
15619,0
40892,1
22681,0
10489,0
9757,0
11642,0
6190,0
25750,0
20788,1
21757,0
2648,0
31728,0
8611,0
28246,1
7439,0
20357,0
26313,0
32907,0
23982,0
54,0
20023,0
36526,1
14648,0
4124,0
35545,0
15366,0
27207,0
17950,0
10726,0
13656,0
10134,1
2588,0
13698,0
4388,0
10584,0
22808,0
22494,0
8971,0
22591,0
40683,1
18509,0
40122,0
11527,0
10348,0
2820,0
19360,0
12699,0
24217,0
1808,0
39322,1
7842,0
9360,0
39699,1
1889,0
40861,0
16029,0
36767,0
31006,0
17888,0
35807,0
31541,0
27913,0
3268,0
10653,0
14152,0
159,0
2084,0
1435,0
7394,0
26984,0
22063,0
20572,1
12285,0
18746,0
3183,1
7861,0
22633,0
16970,0
3232,0
11749,0
3729,0
22403,0
20188,0
5541,0
9746,0
24103,1
36573,0
28940,0
276,0
21300,0
19259,0
16303,0
6614,0
37280,1
14769,0
22843,0
5062,0
14013,0
8888,0
3104,0
40218,1
1508,0
19297,0
25224,0
2794,0
39854,1
33321,0
6952,0
17022,0
4702,0
8351,0
17134,0
11274,1
19913,0
7416,0
29868,0
21901,0
30439,1
8171,0
20729,0
3658,0
3926,0
38229,0
39710,0
34266,0
15750,0
22246,0
17157,0
8058,0
29761,0
27429,0
5704,0
3131,0
12673,0
14865,0
36671,1
35311,0
31926,0
40676,1
39143,0
12568,1
1513,0
33180,0
16563,0
8115,0
17712,0
12418,0
35588,0
31368,0
6784,0
22527,0
25961,0
12061,0
28013,0
40045,0
20585,0
26018,0
4119,0
23228,1
16966,1
5753,0
39012,1
17417,0
6817,0
32154,0
18933,0
2133,0
37188,0
32319,0
19499,0
37422,0
32845,0
34330,1
29909,0
32216,0
25292,0
4410,0
19375,0
15604,0
9666,0
23197,0
34077,0
5145,0
11399,0
38473,0
40158,1
23962,0
27673,0
15287,0
19409,0
11412,0
40751,1
34482,0
5330,0
11288,0
20406,0
12391,0
174,0
23525,0
15789,0
2398,0
6426,0
9433,0
16873,0
18397,0
11333,0
38466,0
9914,1
12221,0
35842,0
14844,0
7136,0
31170,0
31558,1
16475,0
2828,0
28099,0
24297,1
16642,0
27468,1
19254,0
5639,0
27955,1
1096,0
17801,0
22556,0
26410,0
11584,0
13374,0
31807,0
26979,0
3039,0
36597,1
40379,1
32242,0
34057,0
30512,0
11479,0
665,0
35298,0
26380,0
8780,0
38686,1
1691,1
29792,0
31535,0
4156,0
30931,0
7686,0
30584,0
22967,0
24861,0
34245,0
15876,0
15239,0
41135,0
10480,0
30237,0
40360,1
2503,0
38713,0
41145,1
17876,0
4972,0
32505,0
40839,1
2248,0
38505,0
12075,0
16294,0
34411,0
38273,0
673,0
20624,0
33541,0
14067,1
24888,1
7947,0
16682,0
24277,0
36564,0
34000,0
62,0
20318,0
1532,0
25124,0
652,0
32301,1
17165,0
40903,1
3546,0
37764,1
23763,0
35032,0
20465,0
38831,1
35236,0
28159,0
28072,0
11891,0
40249,1
10104,0
9871,0
35515,0
15437,0
38233,0
23364,0
9378,0
5136,0
32671,0
6040,0
10196,0
39105,1
26574,0
13041,0
25317,0
25680,0
11718,0
27131,0
39321,1
2601,0
23190,0
33816,0
21588,0
21049,0
1458,0
20302,0
7569,0
40048,1
24253,0
14479,1
18830,0
22855,0
31927,0
40393,0
40225,1
23712,0
30872,1
40547,1
30593,1
27902,0
17862,0
3934,0
25487,0
38988,0
25268,0
28970,0
3295,0
26941,0
31853,0
4764,0
34071,0
26113,0
26669,0
26274,0
2725,0
29255,1
19532,0
16106,0
3779,0
15396,0
1627,0
6556,0
14853,0
22768,0
15968,0
12350,0
4840,0
16775,0
23628,0
21561,0
9460,0
32539,0
18652,0
12486,0
13753,0
13998,0
5003,0
40502,0
19678,0
11335,0
38984,0
34901,1
34864,0
326,0
19847,0
34398,0
10883,0
22895,0
15434,0
17374,0
40177,1
6351,0
18982,0
1506,0
17501,0
36473,0
14528,0
4645,0
12331,0
2784,0
17856,0
22713,0
31064,0
34206,0
28122,0
24990,0
23785,0
10986,0
30207,1
38135,0
10941,0
29939,0
15921,0
13072,0
15935,1
21637,0
18796,0
14215,0
31102,1
15628,0
40768,1
29977,1
24415,0
9843,0
18236,0
24903,0
19833,0
35671,0
33066,0
30043,0
13894,0
30687,0
37947,0
9245,0
9026,0
30910,0
6163,0
37888,0
34993,0
9102,0
21727,0
31379,0
11622,0
35099,0
4488,0
34737,1
32056,0
5882,0
2772,0
10294,0
19331,0
10071,0
22161,0
13264,0
20675,0
17060,0
25297,0
14243,0
30610,1
25158,0
27390,0
428,0
40677,1
30274,1
96,0
31075,0
8661,0
21159,0
25867,0
18219,0
13985,0
23889,0
23152,0
10704,1
10813,0
4040,0
19784,0
37233,0
32316,0
13745,0
20093,0
30382,0
584,0
12484,0
3678,0
34696,0
21147,1
21365,0
19020,0
39204,1
6925,0
28816,0
25576,0
9743,0
18330,0
29112,0
37535,0
12899,0
12522,0
16599,0
30836,0
11823,0
4180,0
16392,1
25024,0
35339,0
25975,0
3789,0
19922,0
23024,0
24044,1
31238,0
27444,0
20066,0
25926,0
40539,0
23486,0
33939,1
23629,1
34722,0
6400,0
3833,0
38960,0
5559,0
6389,0
27451,0
10315,0
8316,0
36461,1
36478,0
2043,0
21413,0
23355,0
37355,1
20654,0
22826,0
38046,1
35934,0
24275,0
18711,0
36504,1
27798,0
33613,0
17622,0
20898,0
12750,0
13819,0
33545,0
35629,0
13754,0
19871,0
14627,0
846,0
7794,0
10404,0
4375,0
20592,0
420,0
32396,0
18595,0
32894,0
11735,0
9262,0
32518,0
5563,0
25042,0
28376,0
12217,0
21521,0
8311,0
28881,0
14458,0
7612,0
36524,0
35375,0
28002,0
845,0
11248,0
24719,0
17672,0
12698,0
13441,0
10496,0
33225,0
16374,0
30726,0
28275,0
1833,0
34772,0
16995,0
19634,0
20159,0
21146,0
40457,1
41077,1
36706,0
32922,0
18775,0
40515,0
12170,0
38868,0
1597,0
13912,0
8856,0
22922,0
10389,0
25743,0
19670,1
39736,1
35975,0
3231,0
5797,0
27514,0
31865,0
9077,0
22875,0
34771,0
7748,0
32482,0
27944,0
30108,0
11201,0
28120,0
22195,0
14230,0
30812,0
18311,0
20305,0
22898,0
21845,0
38499,0
22901,0
6475,0
40573,1
10275,0
3529,0
23800,0
10785,0
20780,0
39479,1
16664,0
20725,0
26748,0
36923,1
13088,0
19614,0
26693,0
12756,0
41122,1
32549,0
19333,0
34108,0
32416,0
26512,0
34945,0
22179,0
32351,1
3502,0
402,0
13218,1
12102,0
22181,0
11006,0
6497,0
19023,0
30521,0
38342,0
19503,0
4794,0
5143,0
15695,0
24141,0
14178,0
23946,0
2987,0
22418,0
21547,0
38581,0
25875,0
27901,1
11262,0
15725,1
25841,0
30941,1
527,0
33736,0
20604,0
1698,0
29260,0
6570,0
22061,0
20542,1
13059,0
5801,0
32304,0
19601,0
27220,1
34198,0
37524,1
4955,0
24622,0
22868,0
40064,1
33780,1
28738,0
13732,1
30668,0
16600,0
23853,0
5644,0
18062,0
33062,0
29183,0
30601,1
4149,0
816,0
30904,0
33593,0
5509,0
35160,1
7322,0
19260,0
3071,0
3897,0
19024,1
39797,1
17724,0
18621,0
5256,0
40999,0
3599,0
27310,0
14144,0
8896,0
27663,0
38794,1
40250,1
23308,0
28508,1
20070,0
35880,1
2945,0
32325,0
4726,0
2743,0
24911,0
1876,0
8133,0
31459,0
6872,0
38626,0
2929,0
10163,0
30952,0
36173,0
22351,0
37151,0
19497,0
5632,0
15980,0
38764,1
4011,0
1886,0
16132,0
13814,0
11197,0
26419,0
33051,0
8607,1
40020,0
9846,0
29335,0
23008,0
17894,0
35475,0
1780,0
9047,0
5013,0
22780,0
28984,0
13323,0
7442,0
15512,0
1589,0
8406,0
16836,0
14281,0
34355,0
7718,0
102,0
32644,0
37201,0
27061,0
25830,0
29019,0
11258,0
18868,0
27229,0
26903,0
2457,0
974,0
6643,0
18459,0
25732,1
33919,0
4103,0
3601,0
3001,0
17686,0
35396,0
28851,0
34015,0
35351,0
35970,1
8196,1
27575,0
18777,1
15784,0
15657,0
34747,0
3040,0
15078,0
19368,0
36356,0
18870,0
18617,0
16523,0
38063,1
5629,0
12921,0
35886,0
18557,0
1037,0
20805,0
12527,0
41023,0
20091,1
37348,0
22014,1
34378,0
20479,0
9251,0
5987,0
2927,0
13642,0
16680,0
8449,0
2085,0
25998,0
17044,1
25008,0
532,0
25506,0
32592,1
36174,0
29396,0
29620,0
8689,0
8889,0
6251,0
38183,0
24931,0
37119,0
38140,0
15291,0
9159,0
24288,0
27653,0
23298,0
18345,0
13101,0
24611,0
18618,0
1048,0
29596,1
36398,0
73,0
39954,1
19013,0
24370,0
32282,0
31399,0
3661,1
36005,0
23944,0
12524,0
13363,0
25548,0
12162,0
26641,0
19052,0
16274,0
6605,1
14355,0
32384,0
38648,0
27162,0
4910,0
11352,0
35741,0
37754,0
26131,0
17912,0
17190,0
32293,0
2489,0
2081,0
6092,0
27657,0
8680,0
3628,1
29154,0
19298,0
29787,0
35611,0
19468,0
33420,0
23824,0
26474,0
36288,0
11766,0
18047,0
25225,0
32838,0
13583,0
9859,0
36749,1
29656,0
12071,0
18237,0
31443,0
17002,0
38159,0
11600,0
41093,0
9722,0
5380,0
19517,0
7966,0
19206,0
25737,0
38262,0
17250,0
4822,0
20676,0
11157,0
30299,0
31706,0
33639,0
14514,0
10309,0
37055,0
6612,0
38964,1
25854,0
1663,0
21175,0
8322,0
11583,0
5957,0
23245,0
27206,0
14470,0
35164,0
37834,1
33238,0
12867,0
17516,0
31730,0
18386,1
15983,0
4020,0
36110,0
22389,0
27710,0
25152,0
20193,0
32831,0
27141,0
10477,0
14675,0
13294,0
4730,0
17541,0
27208,0
24085,1
30552,0
16543,0
8426,0
21221,0
8307,0
19442,0
1785,0
33000,0
342,0
27638,0
39587,0
31727,0
16989,0
3070,0
30758,0
17880,0
14360,0
23069,0
38513,0
13862,0
11704,0
358,0
3977,0
536,0
7874,0
36306,0
15472,0
9898,0
26514,0
11851,0
2649,0
4995,0
10725,0
9467,0
20280,0
15175,0
30935,0
33903,0
39512,0
28567,0
32724,0
15722,0
34906,1
9664,0
7825,0
5326,0
13391,0
1841,0
23404,0
16148,0
8963,0
26950,0
3754,0
39077,0
17160,0
19471,0
39758,0
32035,0
34742,0
21042,0
14543,0
25775,0
39811,0
40193,1
11076,0
36792,0
30434,1
30128,0
8567,0
14059,0
26551,0
15149,0
14141,0
29328,0
34480,0
30769,1
235,0
17789,0
8673,0
26304,0
20987,0
18641,0
41137,0
11451,0
36335,0
39642,1
35897,0
3050,0
32704,0
23367,0
14598,1
35019,0
7199,0
31704,0
31326,0
20041,0
23179,0
20312,0
9778,0
32028,0
35648,0
36586,1
7558,0
21357,0
12358,0
30979,0
16998,0
2595,0
23895,0
36535,0
13597,0
28447,0
14882,0
36877,0
6469,0
34908,0
9851,0
21812,0
25241,0
25483,0
30008,1
13398,0
26029,1
25871,0
27137,0
21344,0
3578,0
15520,0
39252,0
4090,0
7795,0
19306,0
35484,0
22434,0
1748,0
40785,1
13817,0
620,0
36277,0
8068,0
25467,0
30751,0
26280,0
20134,0
9064,0
21608,0
6411,0
18688,0
13662,0
38665,0
16175,0
8783,0
34477,0
22303,0
33073,0
16755,0
21061,0
13541,0
23017,0
38096,1
9206,0
15455,0
22139,0
23851,0
20749,0
13646,0
36782,0
34383,1
25262,0
3705,0
19639,0
33713,0
1812,0
28942,0
21973,0
17467,0
14142,0
8919,0
37489,1
38477,0
29398,0
4285,0
38978,0
6710,0
11894,0
29454,0
19179,0
26351,0
9800,0
8964,0
7763,0
39108,0
38981,1
39910,0
13603,0
32537,0
6867,0
32010,0
11709,0
3787,0
23495,0
5364,0
17741,0
26784,0
3314,0
13826,0
40068,0
17217,0
922,0
29913,1
37631,1
7927,0
24474,0
21270,0
35397,0
28295,0
850,0
11942,0
15605,0
38968,0
26377,0
18013,0
30167,1
25533,0
29773,0
7248,1
21804,0
23050,0
13003,0
17265,0
5001,0
37961,0
113,0
26083,0
32347,0
39319,1
11799,0
5554,0
22646,0
6926,0
2121,0
20810,0
5582,0
7911,0
23887,0
28251,0
14983,0
36772,1
32888,0
7478,1
12989,0
5660,0
21173,0
6143,1
33347,0
19590,0
30193,0
14181,0
13594,0
24287,0
22919,0
27200,0
16166,0
39656,1
29194,0
6227,0
2932,0
15094,1
23272,0
19696,0
30951,0
19870,0
7784,0
18921,0
31512,0
23433,0
24195,0
37663,1
38754,1
35185,0
34270,0
14399,0
33390,0
12236,0
33994,0
22695,0
7642,0
542,0
25308,0
8237,0
36274,0
15606,0
37293,1
11016,1
27693,0
36164,1
40042,1
12233,0
16409,0
15951,1
40852,1
272,0
34092,0
6219,0
31654,0
3075,0
39622,0
18715,0
38587,0
33917,0
16121,0
30461,1
20678,0
37901,0
10970,0
5814,0
4864,0
12994,0
32042,0
34979,0
14564,0
720,0
887,0
27951,0
39994,0
3696,0
28905,0
34300,0
11171,0
8747,0
16813,0
1564,0
12348,0
3539,0
28253,0
25428,0
12017,0
12906,0
605,0
11917,0
9266,0
24291,0
37858,0
13627,1
2284,0
931,0
33020,0
8207,0
21107,0
32493,0
12667,0
5966,0
11608,0
7706,0
33087,0
8831,0
29468,0
8087,0
31925,0
10179,0
4582,0
392,0
26241,0
13772,0
36593,1
23147,0
25050,0
24138,0
1734,0
23820,0
12862,0
16767,0
21856,0
35430,0
32933,0
23757,0
40342,1
13693,0
23357,1
29608,0
28963,0
7839,0
21941,0
25286,0
7118,0
10804,0
32183,0
10112,0
27501,0
10385,0
39751,0
40639,1
40913,1
35388,0
16300,0
31503,1
15237,0
27180,0
22436,0
22991,0
17718,0
20579,1
33680,0
13471,1
1721,0
7091,0
14195,0
3959,0
22022,0
22174,0
16131,0
4516,0
40230,1
9071,0
27915,0
36,0
37983,0
22961,0
4341,0
15422,0
21027,0
31430,0
18100,0
15091,0
13519,0
6048,0
10969,0
5007,1
36143,0
26124,0
4566,0
26928,0
33813,0
2157,0
23207,0
28203,0
10324,0
23310,0
31689,0
14449,0
7697,0
33568,0
3090,1
5394,0
8510,0
13152,0
7041,0
40170,0
37261,0
32108,0
28745,0
31729,0
5671,0
22415,0
34001,1
37196,1
16076,0
21578,0
31693,0
18827,0
662,0
6440,0
32919,0
643,0
3860,0
5218,0
12839,0
14496,0
8666,0
18700,0
23027,0
8419,0
40905,0
4739,0
37625,1
36571,0
33469,0
7401,0
3201,0
17974,0
25948,0
24645,0
24837,0
15342,0
39076,1
20432,0
2977,0
30481,0
1835,0
11140,0
7773,0
27071,0
28523,0
17767,0
10366,0
23594,0
22455,0
350,0
37590,0
13638,0
20849,0
18326,1
28825,0
32298,0
27600,0
39844,1
15102,0
36447,0
33085,0
27302,0
18190,0
25288,0
9889,0
17649,0
10958,0
37157,0
34410,1
30814,0
45,0
30412,1
22927,0
16643,0
4816,0
2035,0
18850,0
1318,0
34251,0
36865,0
16436,0
1540,0
